query_id,query_type,best_match_label_any_rank_decomposition_no_rerank_12papers_2workers,best_match_label_any_rank_decomposition_rerank_10papers_2workers,best_match_label_any_rank_direct_no_rerank_12papers,best_match_label_any_rank_direct_rerank_10papers,best_match_label_any_rank_direct_rerank_10papers_3workers,best_match_label_any_rank_test_problem_answer_output,best_match_score_any_rank_decomposition_no_rerank_12papers_2workers,best_match_score_any_rank_decomposition_rerank_10papers_2workers,best_match_score_any_rank_direct_no_rerank_12papers,best_match_score_any_rank_direct_rerank_10papers,best_match_score_any_rank_direct_rerank_10papers_3workers,best_match_score_any_rank_test_problem_answer_output,ndcg_at_3_decomposition_no_rerank_12papers_2workers,ndcg_at_3_decomposition_rerank_10papers_2workers,ndcg_at_3_direct_no_rerank_12papers,ndcg_at_3_direct_rerank_10papers,ndcg_at_3_direct_rerank_10papers_3workers,ndcg_at_3_test_problem_answer_output,ndcg_at_5_decomposition_no_rerank_12papers_2workers,ndcg_at_5_decomposition_rerank_10papers_2workers,ndcg_at_5_direct_no_rerank_12papers,ndcg_at_5_direct_rerank_10papers,ndcg_at_5_direct_rerank_10papers_3workers,ndcg_at_5_test_problem_answer_output,num_returned_equipment_decomposition_no_rerank_12papers_2workers,num_returned_equipment_decomposition_rerank_10papers_2workers,num_returned_equipment_direct_no_rerank_12papers,num_returned_equipment_direct_rerank_10papers,num_returned_equipment_direct_rerank_10papers_3workers,num_returned_equipment_test_problem_answer_output,num_subproblems_run_decomposition_no_rerank_12papers_2workers,num_subproblems_run_decomposition_rerank_10papers_2workers,num_subproblems_run_direct_no_rerank_12papers,num_subproblems_run_direct_rerank_10papers,num_subproblems_run_direct_rerank_10papers_3workers,num_subproblems_run_test_problem_answer_output,paper_reranking_enabled_decomposition_no_rerank_12papers_2workers,paper_reranking_enabled_decomposition_rerank_10papers_2workers,paper_reranking_enabled_direct_no_rerank_12papers,paper_reranking_enabled_direct_rerank_10papers,paper_reranking_enabled_direct_rerank_10papers_3workers,paper_reranking_enabled_test_problem_answer_output,relaxed_found_anywhere_decomposition_no_rerank_12papers_2workers,relaxed_found_anywhere_decomposition_rerank_10papers_2workers,relaxed_found_anywhere_direct_no_rerank_12papers,relaxed_found_anywhere_direct_rerank_10papers,relaxed_found_anywhere_direct_rerank_10papers_3workers,relaxed_found_anywhere_test_problem_answer_output,relaxed_top1_correct_decomposition_no_rerank_12papers_2workers,relaxed_top1_correct_decomposition_rerank_10papers_2workers,relaxed_top1_correct_direct_no_rerank_12papers,relaxed_top1_correct_direct_rerank_10papers,relaxed_top1_correct_direct_rerank_10papers_3workers,relaxed_top1_correct_test_problem_answer_output,relaxed_top3_correct_decomposition_no_rerank_12papers_2workers,relaxed_top3_correct_decomposition_rerank_10papers_2workers,relaxed_top3_correct_direct_no_rerank_12papers,relaxed_top3_correct_direct_rerank_10papers,relaxed_top3_correct_direct_rerank_10papers_3workers,relaxed_top3_correct_test_problem_answer_output,run_status_decomposition_no_rerank_12papers_2workers,run_status_decomposition_rerank_10papers_2workers,run_status_direct_no_rerank_12papers,run_status_direct_rerank_10papers,run_status_direct_rerank_10papers_3workers,run_status_test_problem_answer_output,strict_found_anywhere_decomposition_no_rerank_12papers_2workers,strict_found_anywhere_decomposition_rerank_10papers_2workers,strict_found_anywhere_direct_no_rerank_12papers,strict_found_anywhere_direct_rerank_10papers,strict_found_anywhere_direct_rerank_10papers_3workers,strict_found_anywhere_test_problem_answer_output,strict_top1_correct_decomposition_no_rerank_12papers_2workers,strict_top1_correct_decomposition_rerank_10papers_2workers,strict_top1_correct_direct_no_rerank_12papers,strict_top1_correct_direct_rerank_10papers,strict_top1_correct_direct_rerank_10papers_3workers,strict_top1_correct_test_problem_answer_output,strict_top3_correct_decomposition_no_rerank_12papers_2workers,strict_top3_correct_decomposition_rerank_10papers_2workers,strict_top3_correct_direct_no_rerank_12papers,strict_top3_correct_direct_rerank_10papers,strict_top3_correct_direct_rerank_10papers_3workers,strict_top3_correct_test_problem_answer_output,top1_equipment_decomposition_no_rerank_12papers_2workers,top1_equipment_decomposition_rerank_10papers_2workers,top1_equipment_direct_no_rerank_12papers,top1_equipment_direct_rerank_10papers,top1_equipment_direct_rerank_10papers_3workers,top1_equipment_test_problem_answer_output,top1_match_label_decomposition_no_rerank_12papers_2workers,top1_match_label_decomposition_rerank_10papers_2workers,top1_match_label_direct_no_rerank_12papers,top1_match_label_direct_rerank_10papers,top1_match_label_direct_rerank_10papers_3workers,top1_match_label_test_problem_answer_output,top1_match_score_decomposition_no_rerank_12papers_2workers,top1_match_score_decomposition_rerank_10papers_2workers,top1_match_score_direct_no_rerank_12papers,top1_match_score_direct_rerank_10papers,top1_match_score_direct_rerank_10papers_3workers,top1_match_score_test_problem_answer_output,used_decomposition_decomposition_no_rerank_12papers_2workers,used_decomposition_decomposition_rerank_10papers_2workers,used_decomposition_direct_no_rerank_12papers,used_decomposition_direct_rerank_10papers,used_decomposition_direct_rerank_10papers_3workers,used_decomposition_test_problem_answer_output
mri_scanner_hn_t2,specific,,,,,,no_match,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,1.0,,,,,,1.0,,,,,,True,,,,,,False,,,,,,False,,,,,,False,,,,,,completed,,,,,,False,,,,,,False,,,,,,False,,,,,,1.5 T MR-linac,,,,,,no_match,,,,,,0.0,,,,,,False
multiferroics_domain_wall_imaging,broad_diagnostic,,,,,,no_match,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,3.0,,,,,,1.0,,,,,,True,,,,,,False,,,,,,False,,,,,,False,,,,,,completed,,,,,,False,,,,,,False,,,,,,False,,,,,,switching spectroscopy band-excitation piezoresponse force microscope,,,,,,no_match,,,,,,0.0,,,,,,False
multiferroics_electromagnon_spectroscopy,method_selection,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.4692787260227565,,,,,,0.3391602052736161,,,,,,5.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,True,,,,,,True,,,,,,True,,,,,,terahertz time-domain spectroscopy system,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,False
multiferroics_magnetoelectric_response,broad_diagnostic,,,,,,no_match,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,2.0,,,,,,1.0,,,,,,True,,,,,,False,,,,,,False,,,,,,False,,,,,,completed,,,,,,False,,,,,,False,,,,,,False,,,,,,magnetic force microscope,,,,,,no_match,,,,,,0.0,,,,,,False
nanomax_operando_diffraction,specific,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.511576141875023,,,,,,0.46413504418917495,,,,,,6.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,True,,,,,,True,,,,,,True,,,,,,NanoMAX beamline diffraction endstation,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,False
nanotech_visualize_np,method_selection,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.688482449852666,,,,,,0.6092875078922755,,,,,,5.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,True,,,,,,True,,,,,,True,,,,,,Scanning electron microscope,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,False
nbs2_high_field_transport,specific,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.7988805459902473,,,,,,0.6241688395097846,,,,,,5.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,True,,,,,,True,,,,,,True,,,,,,high-field superconducting magnet,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,False
nexams-endstation,specific,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.4692787260227565,,,,,,0.45610970846684606,,,,,,1.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,True,,,,,,True,,,,,,True,,,,,,NanoclusterTrap endstation,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,False
niO_pt_strip_fabrication_setup,specific,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.2960819109658653,,,,,,0.24630238874073,,,,,,4.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,False,,,,,,True,,,,,,completed,,,,,,True,,,,,,False,,,,,,True,,,,,,Pt injector-detector strip device on bulk NiO crystal,,,,,,no_match,,,,,,0.0,,,,,,False
nickel_mechanism_spectroscopy_setup,specific,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.5027986350243819,,,,,,0.36338593422173154,,,,,,3.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,True,,,,,,True,,,,,,True,,,,,,EPR spectrometer,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,False
nmr-polyester-structural-confirmation,specific,,,,,,supporting_but_not_ideal,,,,,,1.0,,,,,,0.08391719931063304,,,,,,0.08099012151509755,,,,,,1.0,,,,,,1.0,,,,,,True,,,,,,False,,,,,,False,,,,,,False,,,,,,completed,,,,,,False,,,,,,False,,,,,,False,,,,,,400 MHz proton NMR spectrometer,,,,,,supporting_but_not_ideal,,,,,,1.0,,,,,,False
nmr-polymer-structure,specific,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.4692787260227565,,,,,,0.40301463303053875,,,,,,1.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,True,,,,,,True,,,,,,True,,,,,,NMR spectrometer,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,False
nmr-reaction-monitoring-oxidation-diols,specific,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.4692787260227565,,,,,,0.3391602052736161,,,,,,2.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,True,,,,,,True,,,,,,True,,,,,,NMR spectrometer,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,False
nmr_da_isomer_tracking,specific,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.596170973579556,,,,,,0.44961218694731964,,,,,,5.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,True,,,,,,True,,,,,,True,,,,,,one-dimensional 1H NMR spectrometer,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,False
nonlocal-magnon,method_selection,,,,,,no_match,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,4.0,,,,,,1.0,,,,,,True,,,,,,False,,,,,,False,,,,,,False,,,,,,completed,,,,,,False,,,,,,False,,,,,,False,,,,,,nonlocal magnon transport measurement setup,,,,,,no_match,,,,,,0.0,,,,,,False
ohmic_contact_annealing_rta,specific,,,,,,no_match,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,1.0,,,,,,1.0,,,,,,True,,,,,,False,,,,,,False,,,,,,False,,,,,,completed,,,,,,False,,,,,,False,,,,,,False,,,,,,pre-heated quartz furnace tube oven,,,,,,no_match,,,,,,0.0,,,,,,False
opd_equipment_jv,specific,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.4692787260227565,,,,,,0.4218038672742483,,,,,,1.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,True,,,,,,True,,,,,,True,,,,,,Keithley 2400 source-measurement unit,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,False
optical_endoscopy_detection,method_selection,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.4692787260227565,,,,,,0.3391602052736161,,,,,,3.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,True,,,,,,True,,,,,,True,,,,,,Near-infrared fluorescence molecular endoscopy,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,False
optical_real_time_guidance,broad_diagnostic,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.4692787260227565,,,,,,0.3391602052736161,,,,,,3.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,True,,,,,,True,,,,,,True,,,,,,near-infrared fluorescence imaging system,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,False
optical_response_metavalent,broad_diagnostic,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.7653606369886218,,,,,,0.5531464700081437,,,,,,3.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,True,,,,,,True,,,,,,True,,,,,,spectroscopic ellipsometer,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,False
optical_spin_injection,method_selection,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.2960819109658653,,,,,,0.21398626473452756,,,,,,4.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,False,,,,,,True,,,,,,completed,,,,,,True,,,,,,False,,,,,,True,,,,,,ferromagnetic electrode,,,,,,no_match,,,,,,0.0,,,,,,False
optical_standardization_quantification,process_optimization,,,,,,acceptable_alternative,,,,,,2.0,,,,,,0.0,,,,,,0.060788310345720506,,,,,,7.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,False,,,,,,False,,,,,,completed,,,,,,False,,,,,,False,,,,,,False,,,,,,Composite phantom,,,,,,no_match,,,,,,0.0,,,,,,False
optical_trap_microscopy,specific,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.0,,,,,,0.13120507751234178,,,,,,5.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,False,,,,,,False,,,,,,completed,,,,,,True,,,,,,False,,,,,,False,,,,,,Nikon Ti Eclipse spinning-disk confocal microscope,,,,,,no_match,,,,,,0.0,,,,,,False
osc_char_01,specific,,,,,,supporting_but_not_ideal,,,,,,1.0,,,,,,0.04229741585226647,,,,,,0.030569466390646793,,,,,,6.0,,,,,,1.0,,,,,,True,,,,,,False,,,,,,False,,,,,,False,,,,,,completed,,,,,,False,,,,,,False,,,,,,False,,,,,,PV Measurement QEX7 EQE setup,,,,,,no_match,,,,,,0.0,,,,,,False
osc_morphology_giwaxs,specific,must_have_or_best_match,must_have_or_best_match,must_have_or_best_match,must_have_or_best_match,must_have_or_best_match,,3.0,3.0,3.0,3.0,3.0,,0.7988805459902473,0.5450960508766485,0.5450960508766485,0.7653606369886218,0.5450960508766485,,0.5773721989562591,0.5400237504550848,0.3939554006123783,0.5531464700081437,0.3939554006123783,,7.0,10.0,3.0,2.0,3.0,,2.0,3.0,1.0,1.0,1.0,,False,True,False,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,completed,completed,completed,completed,completed,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,grazing-incidence wide-angle X-ray scattering,GIWAXS system,grazing-incidence wide-angle X-ray scattering,grazing-incidence wide-angle X-ray scattering,grazing-incidence wide-angle X-ray scattering,,must_have_or_best_match,must_have_or_best_match,must_have_or_best_match,must_have_or_best_match,must_have_or_best_match,,3.0,3.0,3.0,3.0,3.0,,True,True,False,False,False,
oscillatory_shear_md,specific,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.4692787260227565,,,,,,0.3391602052736161,,,,,,3.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,True,,,,,,True,,,,,,True,,,,,,rotational rheometer with oscillatory shear capability and temperature control,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,False
ot_force_spectroscopy_dual_trap,specific,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.4692787260227565,,,,,,0.3666495063604039,,,,,,3.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,True,,,,,,True,,,,,,True,,,,,,dual-trap optical tweezers force spectroscopy setup,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,False
p1_ppms_polarization,specific,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.5874203951744313,,,,,,0.5874203951744313,,,,,,4.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,True,,,,,,True,,,,,,True,,,,,,Physical Property Measurement System (PPMS),,,,,,must_have_or_best_match,,,,,,3.0,,,,,,False
pa_hydrogenation_tof_setup,specific,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.7988805459902473,,,,,,0.5982391060766458,,,,,,5.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,True,,,,,,True,,,,,,True,,,,,,radiofrequency ion trap tandem mass spectrometer,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,False
parr-batch-hydrogenation-gc,specific,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.7988805459902473,,,,,,0.5773721989562591,,,,,,5.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,True,,,,,,True,,,,,,True,,,,,,stainless steel autoclave reactor,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,False
pbscqd_optical_stability_setup,specific,,,,,,no_match,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,3.0,,,,,,1.0,,,,,,True,,,,,,False,,,,,,False,,,,,,False,,,,,,completed,,,,,,False,,,,,,False,,,,,,False,,,,,,dynamic light scattering instrument,,,,,,no_match,,,,,,0.0,,,,,,False
pbte_xrd_orientation,specific,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.3296018199674907,,,,,,0.31247594466183803,,,,,,3.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,False,,,,,,True,,,,,,completed,,,,,,True,,,,,,False,,,,,,True,,,,,,electron backscatter diffraction system,,,,,,no_match,,,,,,0.0,,,,,,False
pcdtbt_smpl,specific,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.4692787260227565,,,,,,0.4448953383756435,,,,,,1.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,True,,,,,,True,,,,,,True,,,,,,single-molecule photoluminescence spectroscopy setup,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,False
pcm_multiple_events,method_selection,must_have_or_best_match,must_have_or_best_match,must_have_or_best_match,must_have_or_best_match,must_have_or_best_match,,3.0,3.0,3.0,3.0,3.0,,0.4692787260227565,0.4692787260227565,1.0,0.4692787260227565,0.4692787260227565,,0.3391602052736161,0.4852285551163225,0.7227265726449517,0.3391602052736161,0.3391602052736161,,1.0,8.0,3.0,1.0,1.0,,1.0,5.0,1.0,1.0,1.0,,False,True,False,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,completed,completed,completed,completed,completed,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,atom probe tomography system,atom probe tomography system,atom probe tomography microscope,Atom probe tomography system,atom probe tomography microscope,,must_have_or_best_match,must_have_or_best_match,must_have_or_best_match,must_have_or_best_match,must_have_or_best_match,,3.0,3.0,3.0,3.0,3.0,,False,True,False,False,False,
pcm_property_fingerprint,method_selection,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.2960819109658653,,,,,,0.21398626473452756,,,,,,3.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,False,,,,,,True,,,,,,completed,,,,,,True,,,,,,False,,,,,,True,,,,,,four-terminal resistivity measurement setup,,,,,,no_match,,,,,,0.0,,,,,,False
pcm_thinfilm_tx,broad_diagnostic,,,,,,no_match,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,8.0,,,,,,1.0,,,,,,True,,,,,,False,,,,,,False,,,,,,False,,,,,,completed,,,,,,False,,,,,,False,,,,,,False,,,,,,dynamic ellipsometer,,,,,,no_match,,,,,,0.0,,,,,,False
pd-noise-nep,method_selection,,,,,,no_match,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,4.0,,,,,,1.0,,,,,,True,,,,,,False,,,,,,False,,,,,,False,,,,,,completed,,,,,,False,,,,,,False,,,,,,False,,,,,,low-noise transimpedance amplifier,,,,,,no_match,,,,,,0.0,,,,,,False
pd-responsivity-eqe,method_selection,,,,,,acceptable_alternative,,,,,,2.0,,,,,,0.20111945400975278,,,,,,0.1453543736886926,,,,,,5.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,False,,,,,,False,,,,,,False,,,,,,integrating sphere standard photodetector,,,,,,acceptable_alternative,,,,,,2.0,,,,,,False
pd-speed-stability,broad_diagnostic,,,,,,supporting_but_not_ideal,,,,,,1.0,,,,,,0.06703981800325093,,,,,,0.04845145789623087,,,,,,8.0,,,,,,1.0,,,,,,True,,,,,,False,,,,,,False,,,,,,False,,,,,,completed,,,,,,False,,,,,,False,,,,,,False,,,,,,oscilloscope,,,,,,supporting_but_not_ideal,,,,,,1.0,,,,,,False
pda_formation_xps,specific,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.511576141875023,,,,,,0.39969666103112766,,,,,,5.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,True,,,,,,True,,,,,,True,,,,,,X-ray photoelectron spectrometer,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,False
peaf_analytical_setup,specific,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.5698384530276329,,,,,,0.6891108194730107,,,,,,6.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,True,,,,,,True,,,,,,True,,,,,,differential scanning calorimeter,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,False
pef_barrier_measurement,broad_diagnostic,no_match,no_match,no_match,must_have_or_best_match,no_match,,0.0,0.0,0.0,3.0,0.0,,0.0,0.0,0.0,0.7653606369886218,0.0,,0.0,0.0,0.0,0.5531464700081437,0.0,,2.0,1.0,3.0,3.0,3.0,,1.0,1.0,1.0,1.0,1.0,,False,True,False,True,True,,False,False,False,True,False,,False,False,False,True,False,,False,False,False,True,False,,completed,completed,completed,completed,completed,,False,False,False,True,False,,False,False,False,True,False,,False,False,False,True,False,,gas permeability tester,gas permeability measurement setup,oxygen transmission rate analyzer,oxygen transmission rate tester,oxygen permeability measurement device,,no_match,no_match,no_match,must_have_or_best_match,no_match,,0.0,0.0,0.0,3.0,0.0,,False,False,False,False,False,
pef_recycling_degradation_analysis,broad_diagnostic,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.23463936301137825,,,,,,0.19044700975719467,,,,,,4.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,False,,,,,,True,,,,,,completed,,,,,,True,,,,,,False,,,,,,True,,,,,,capillary Ubbelohde viscometer,,,,,,no_match,,,,,,0.0,,,,,,False
pef_thermal_crystallization,process_optimization,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.596170973579556,,,,,,0.4308686044455565,,,,,,4.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,True,,,,,,True,,,,,,True,,,,,,differential scanning calorimeter,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,False
perovskite_trpl_setup,specific,,,,,,no_match,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,1.0,,,,,,1.0,,,,,,True,,,,,,False,,,,,,False,,,,,,False,,,,,,completed,,,,,,False,,,,,,False,,,,,,False,,,,,,time-resolved photoluminescence spectroscopy setup,,,,,,no_match,,,,,,0.0,,,,,,False
pest_control_surface_retention,broad_diagnostic,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.7653606369886218,,,,,,0.5531464700081437,,,,,,4.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,True,,,,,,True,,,,,,True,,,,,,high-speed imaging system,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,False
piv-flow-cilia,specific,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.4692787260227565,,,,,,0.4056467526423476,,,,,,5.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,True,,,,,,True,,,,,,True,,,,,,particle image velocimetry system,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,False
plasma_diagnostics_lpp,method_selection,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,1.0,,,,,,0.7227265726449517,,,,,,4.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,True,,,,,,True,,,,,,True,,,,,,collective Thomson scattering system,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,False
plasma_processing_iaedf,process_optimization,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.2960819109658653,,,,,,0.21398626473452756,,,,,,2.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,False,,,,,,True,,,,,,completed,,,,,,True,,,,,,False,,,,,,True,,,,,,Wafer-type ion energy monitoring sensor,,,,,,no_match,,,,,,0.0,,,,,,False
pld-growth-smnio3-bto,specific,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.3631217289691162,,,,,,0.32638630535972185,,,,,,2.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,False,,,,,,True,,,,,,completed,,,,,,True,,,,,,False,,,,,,True,,,,,,molecular beam epitaxy system,,,,,,supporting_but_not_ideal,,,,,,1.0,,,,,,False
pld-hea-thinfilm-deposition,specific,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.4692787260227565,,,,,,0.3666495063604039,,,,,,1.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,True,,,,,,True,,,,,,True,,,,,,pulsed laser deposition (PLD) system,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,False
pld_csni3_deposition,specific,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.511576141875023,,,,,,0.49722016360463706,,,,,,2.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,True,,,,,,True,,,,,,True,,,,,,pulsed laser deposition system,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,False
pld_sro_sto_growth,specific,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.8617599676775869,,,,,,0.7626332134101116,,,,,,3.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,True,,,,,,True,,,,,,True,,,,,,pulsed laser deposition system,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,False
plectasin_hsafm_01,specific,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,0.4692787260227565,,,,,,0.3391602052736161,,,,,,1.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,True,,,,,,True,,,,,,True,,,,,,high-speed atomic force microscope,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,False
pnzt-ferroelectric-piezoelectric-setup,specific,,,,,,no_match,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,3.0,,,,,,1.0,,,,,,True,,,,,,False,,,,,,False,,,,,,False,,,,,,completed,,,,,,False,,,,,,False,,,,,,False,,,,,,AixACCT TF Analyzer 3000,,,,,,no_match,,,,,,0.0,,,,,,False
polyester_thermal_mechanics,method_selection,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,1.0,,,,,,0.7227265726449517,,,,,,4.0,,,,,,1.0,,,,,,True,,,,,,True,,,,,,True,,,,,,True,,,,,,completed,,,,,,True,,,,,,True,,,,,,True,,,,,,Differential Scanning Calorimeter,,,,,,must_have_or_best_match,,,,,,3.0,,,,,,False
