mode,query_id,query_type,case_type,run_status,used_reranking_papers,num_subproblems_run,rank,equipment_name,normalized_equipment_name,equipment_type,best_relevance_label,max_confidence_score,num_supporting_subproblems,num_supporting_papers,aliases,measurement_outputs,explanations,match_label,match_label_raw,match_score,matched_prediction_name,matched_expected_name,original_query,source_doi,source_pdf_path,expected_must_have,expected_best_match,expected_acceptable,expected_supporting,expected_not_suitable,error
reranking_papers,small_vesicle_nanomech,method_selection,literature_supported_inventory_uncertain,completed,,1.0,1.0,Atomic force microscope,atomic force microscope,force microscopy / nanoindentation instrument,best_match,0.99,1.0,3.0,AFM | AFM nanoindentation | atomic force microscopy | AFM force curve,bending rigidity | bending modulus | stiffness | spring constant | force-indentation curves,The chunks explicitly state that AFM is the only method to reliably collect mechanical information from submicroscopic vesicles and that AFM nanoindentation can measure rigidity in submicrometer-sized vesicles. It is directly suitable for submicrometer extracellular vesicles and small liposomes.,must_have_or_best_match,must_have,3,Atomic force microscope,atomic force microscope,I have submicrometer extracellular vesicles and small liposomes and need a physical instrument that can measure their stiffness or bending rigidity without relying on optical observation alone.,,data/interim/pdfs/Active_probing_of_the_mechanical_properties_of_biological_and_synthetic_vesicles.pdf,atomic force microscope | AFM,AFM nanoindentation setup | PeakForce AFM | atomic force microscope | AFM | force spectroscopy AFM | nanoindentation AFM | PeakForce tapping,jumping mode AFM | quantitative imaging AFM,fluorescence microscope | high-speed AFM,micropipette aspiration setup | optical tweezers setup | electrodeformation setup,
reranking_papers,sr3fe2o7_neutron_diffraction_setup,specific,paper_grounded_local_candidate,completed,,1.0,1.0,DMC constant-wavelength neutron diffractometer,dmc constant wavelength neutron diffractometer,neutron diffractometer,best_match,0.98,1.0,2.0,DMC diffractometer | DMC,magnetic Bragg scattering / reflections | reciprocal-space maps | diffuse magnetic scattering,This instrument is explicitly described as being used for single-crystal neutron diffraction experiments that map reciprocal space and identify magnetic Bragg scattering. That directly matches the query about the diffraction setup used after field cooling.,must_have_or_best_match,best_match,3,DMC constant-wavelength neutron diffractometer,neutron diffractometer,I need to determine magnetic Bragg reflections and reciprocal-space maps for a single-crystal magnetic material after field cooling. What physical instrument/setup was used for the diffraction measurement?,10.1038/s41535-024-00698-4,data/interim/pdfs/Reentrant_multiple-q_magnetic_order_and_a__spin_meta-cholesteric__phase_in_Sr3Fe2O7.pdf,ZEBRA diffractometer | ZEBRA,single-crystal neutron diffractometer | neutron diffractometer | ZEBRA diffractometer | ZEBRA,ZEBRA | single-crystal neutron diffraction setup | ZEBRA diffractometer,2D-detector neutron diffraction setup | vertical focusing neutron diffraction setup,triple-axis spectrometer | time-of-flight spectrometer | vibrating-sample magnetometer,
reranking_papers,sr3fe2o7_neutron_diffraction_setup,specific,paper_grounded_local_candidate,completed,,1.0,2.0,D10 single-crystal neutron diffractometer,d10 single crystal neutron diffractometer,neutron diffractometer,acceptable_alternative,0.84,1.0,1.0,D10 diffractometer,single-crystal diffraction intensities | Bragg reflections | magnetic structure information,"The chunk explicitly states that single-crystal diffraction was performed on D10 with a 2D microstrip detector. It is relevant to diffraction of magnetic single crystals, though the provided text does not explicitly mention reciprocal-space mapping as clearly as the DMC description.",must_have_or_best_match,best_match,3,D10 single-crystal neutron diffractometer,single-crystal neutron diffractometer,I need to determine magnetic Bragg reflections and reciprocal-space maps for a single-crystal magnetic material after field cooling. What physical instrument/setup was used for the diffraction measurement?,10.1038/s41535-024-00698-4,data/interim/pdfs/Reentrant_multiple-q_magnetic_order_and_a__spin_meta-cholesteric__phase_in_Sr3Fe2O7.pdf,ZEBRA diffractometer | ZEBRA,single-crystal neutron diffractometer | neutron diffractometer | ZEBRA diffractometer | ZEBRA,ZEBRA | single-crystal neutron diffraction setup | ZEBRA diffractometer,2D-detector neutron diffraction setup | vertical focusing neutron diffraction setup,triple-axis spectrometer | time-of-flight spectrometer | vibrating-sample magnetometer,
reranking_papers,sr3fe2o7_neutron_diffraction_setup,specific,paper_grounded_local_candidate,completed,,1.0,3.0,D3 spin-polarized neutron diffractometer,d3 spin polarized neutron diffractometer,polarized neutron diffractometer,supporting_but_not_ideal,0.79,1.0,1.0,D3 diffractometer | spin polarized diffractometer D3,polarized neutron intensity asymmetries | accessible Bragg reflections,"This is clearly a diffraction instrument for magnetic single-crystal measurements, but the provided text emphasizes polarized Bragg reflection asymmetries rather than reciprocal-space mapping. It is related but not the clearest match to the user’s requested setup.",must_have_or_best_match,best_match,3,D3 spin-polarized neutron diffractometer,neutron diffractometer,I need to determine magnetic Bragg reflections and reciprocal-space maps for a single-crystal magnetic material after field cooling. What physical instrument/setup was used for the diffraction measurement?,10.1038/s41535-024-00698-4,data/interim/pdfs/Reentrant_multiple-q_magnetic_order_and_a__spin_meta-cholesteric__phase_in_Sr3Fe2O7.pdf,ZEBRA diffractometer | ZEBRA,single-crystal neutron diffractometer | neutron diffractometer | ZEBRA diffractometer | ZEBRA,ZEBRA | single-crystal neutron diffraction setup | ZEBRA diffractometer,2D-detector neutron diffraction setup | vertical focusing neutron diffraction setup,triple-axis spectrometer | time-of-flight spectrometer | vibrating-sample magnetometer,
reranking_papers,subcellular_lipid_map,broad_diagnostic,,completed,,,,,,,,,,,,,,no_equipment_returned,,0,,,,,,,,,,,
reranking_papers,summit-noci-001,specific,paper_grounded_local_candidate,completed,,1.0,1.0,Oak Ridge Leadership Computing Facility (OLCF) high-performance computing system,oak ridge leadership computing facility olcf high performance computing system,high-performance computing system,best_match,0.96,1.0,1.0,OLCF resources | Oak Ridge National Laboratory computing resources | massively parallel computer architectures | distributed memory massively parallel and GPU-accelerated computer architectures,matrix elements | NOCI results | energies | performance/scaling results,"The chunks explicitly state that GronOR is designed for and executed on distributed memory massively parallel GPU-accelerated computer architectures, and that the work used resources of the Oak Ridge Leadership Computing Facility. This is the physical computing system relevant to running the matrix-element calculations.",supporting_but_not_ideal,supporting_but_not_ideal,1,Oak Ridge Leadership Computing Facility (OLCF) high-performance computing system,Oak Ridge Leadership Computing Facility,Which physical computing system did the authors use to run the GronOR nonorthogonal configuration interaction matrix-element calculations?,10.1021/acs.jctc.9b01144,data/interim/pdfs/Reduced_Common_Molecular_Orbital_Basis_for_Nonorthogonal_Configuration_Interaction.pdf,,,Summit,Oak Ridge Leadership Computing Facility,GAMESS-UK package | GronOR code | GPU cluster,
reranking_papers,tdEV_identity_multimodal,method_selection,literature_supported_inventory_uncertain,completed,,1.0,1.0,Raman spectrometer,raman spectrometer,spectroscopic imaging system,best_match,0.99,1.0,2.0,Raman spectroscopy | Raman imaging,chemical fingerprint | molecular composition | lipid/protein vibrational bands,"Explicitly used in the multimodal platform to obtain the chemical fingerprint of extracellular vesicles. This directly addresses chemical identity, though it is not a morphology/deformability tool by itself.",no_match,no_match,0,,,"I have captured extracellular vesicles on a functionalized substrate and want to confirm their morphology, size, deformability, and chemical identity rather than relying on a single readout. What instrument setup should I use?",,data/interim/pdfs/Cancer-id__Toward_identification_of_cancer_by_tumor-derived_extracellular_vesicles_in_blood.pdf,AFM-SEM-Raman setup | correlative AFM-SEM-Raman platform,"correlative AFM, SEM, and Raman microscope setup | multimodal AFM/SEM/Raman instrument | AFM-SEM-Raman setup | correlative AFM-SEM-Raman platform | correlative microscopy platform",AFM plus SEM plus Raman microspectroscopy | correlative microscopy platform | multimodal AFM/SEM/Raman instrument,TEM | Raman microscope | atomic force microscope,flow cytometer | NTA | DSC,
reranking_papers,tdEV_identity_multimodal,method_selection,literature_supported_inventory_uncertain,completed,,1.0,2.0,atomic force microscope,atomic force microscope,scanning probe microscope,best_match,0.99,1.0,1.0,AFM,morphology/topography | size and size distribution | surface mechanical/deformation response,Explicitly used in the multimodal EV platform alongside SEM and Raman. AFM is the only instrument named that can directly help with morphology and deformability/size-related surface measurements on captured vesicles.,supporting_but_not_ideal,supporting_but_not_ideal,1,atomic force microscope,atomic force microscope,"I have captured extracellular vesicles on a functionalized substrate and want to confirm their morphology, size, deformability, and chemical identity rather than relying on a single readout. What instrument setup should I use?",,data/interim/pdfs/Cancer-id__Toward_identification_of_cancer_by_tumor-derived_extracellular_vesicles_in_blood.pdf,AFM-SEM-Raman setup | correlative AFM-SEM-Raman platform,"correlative AFM, SEM, and Raman microscope setup | multimodal AFM/SEM/Raman instrument | AFM-SEM-Raman setup | correlative AFM-SEM-Raman platform | correlative microscopy platform",AFM plus SEM plus Raman microspectroscopy | correlative microscopy platform | multimodal AFM/SEM/Raman instrument,TEM | Raman microscope | atomic force microscope,flow cytometer | NTA | DSC,
reranking_papers,tdEV_identity_multimodal,method_selection,literature_supported_inventory_uncertain,completed,,1.0,3.0,scanning electron microscope,scanning electron microscope,electron microscope,best_match,0.98,1.0,1.0,SEM,morphology | particle distribution | size/shape,"Explicitly reported for single-EV multimodal characterization and for visualizing the particle distribution. Strong for morphology and size, but not chemical identity or deformability.",no_match,no_match,0,,,"I have captured extracellular vesicles on a functionalized substrate and want to confirm their morphology, size, deformability, and chemical identity rather than relying on a single readout. What instrument setup should I use?",,data/interim/pdfs/Cancer-id__Toward_identification_of_cancer_by_tumor-derived_extracellular_vesicles_in_blood.pdf,AFM-SEM-Raman setup | correlative AFM-SEM-Raman platform,"correlative AFM, SEM, and Raman microscope setup | multimodal AFM/SEM/Raman instrument | AFM-SEM-Raman setup | correlative AFM-SEM-Raman platform | correlative microscopy platform",AFM plus SEM plus Raman microspectroscopy | correlative microscopy platform | multimodal AFM/SEM/Raman instrument,TEM | Raman microscope | atomic force microscope,flow cytometer | NTA | DSC,
reranking_papers,tmd_spin_valley_laser,method_selection,literature_supported_inventory_uncertain,completed,,1.0,1.0,polarization-resolved photoluminescence spectroscopy system,polarization resolved photoluminescence spectroscopy system,optical spectroscopy / polarization analysis system,best_match,0.97,1.0,1.0,circularly polarized magneto-photoluminescence setup | polarization-resolved PL measurement system | PL spectroscopy with circular polarization analysis,photoluminescence spectrum | circular polarization degree / helicity | valley polarization contrast,"The chunks explicitly state that the degree of valley polarization is measured through the circular polarization of the emitted photoluminescence, and that angle- and polarization-resolved measurements are used to assess emitted light. This is the most direct instrument family for checking circularly polarized emission and spin-valley selectivity in a TMD laser experiment.",no_match,no_match,0,,,I am trying to build a TMD laser experiment where I can check for circularly polarized emission and spin-valley selectivity. What instrument family should I use to characterize the emitted light?,,data/interim/pdfs/Atomically_thin_transition_metal_dichalcogenide_nanolasers__Challenges_and_opportunities.pdf,polarization-resolved optical microscope | polarization microscope | polarization-resolved microscope,polarization-resolved PL setup | polarimeter | Stokes polarimetry setup | polarization-resolved optical microscope | polarization microscope | polarization-resolved microscope | PL polarimetry setup | Stokes polarimeter,confocal microscope with polarization optics | spectropolarimeter,beam profiler,SEM | AFM,
