query_id,rag_ndcg_at_1,llm_only_ndcg_at_1,delta_llm_minus_rag_ndcg_at_1,rag_ndcg_at_3,llm_only_ndcg_at_3,delta_llm_minus_rag_ndcg_at_3,rag_ndcg_at_5,llm_only_ndcg_at_5,delta_llm_minus_rag_ndcg_at_5,rag_hit_at_1,llm_only_hit_at_1,delta_llm_minus_rag_hit_at_1,rag_hit_at_3,llm_only_hit_at_3,delta_llm_minus_rag_hit_at_3,rag_hit_at_5,llm_only_hit_at_5,delta_llm_minus_rag_hit_at_5,rag_strict_hit_at_3,llm_only_strict_hit_at_3,delta_llm_minus_rag_strict_hit_at_3,rag_must_have_recall_at_1,llm_only_must_have_recall_at_1,delta_llm_minus_rag_must_have_recall_at_1,rag_must_have_recall_at_3,llm_only_must_have_recall_at_3,delta_llm_minus_rag_must_have_recall_at_3,rag_must_have_recall_at_5,llm_only_must_have_recall_at_5,delta_llm_minus_rag_must_have_recall_at_5,rag_relevant_recall_at_3,llm_only_relevant_recall_at_3,delta_llm_minus_rag_relevant_recall_at_3,rag_relevant_recall_at_5,llm_only_relevant_recall_at_5,delta_llm_minus_rag_relevant_recall_at_5
nanotech_visualize_np,1.0,0.42857142857142855,-0.5714285714285714,0.596170973579556,0.5307212739772436,-0.0654496996023124,0.5119891715035313,0.45578123961891853,-0.05620793188461276,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.3333333333333333,0.0,-0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0
nbs2_high_field_transport,1.0,1.0,0.0,0.7988805459902473,0.4692787260227565,-0.3296018199674908,0.6241688395097846,0.3666495063604039,-0.25751933314938075,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.25,0.25,0.0,0.5,0.25,-0.25,0.5,0.25,-0.25,0.4,0.2,-0.2,0.4,0.2,-0.2
nexams-endstation,1.0,0.0,-1.0,0.4692787260227565,0.04229741585226647,-0.42698131017049,0.45610970846684606,0.041110455137790936,-0.41499925332905513,True,False,-1.0,True,False,-1.0,True,False,-1.0,True,False,-1.0,0.3333333333333333,0.0,-0.3333333333333333,0.3333333333333333,0.0,-0.3333333333333333,0.3333333333333333,0.0,-0.3333333333333333,0.3333333333333333,0.0,-0.3333333333333333,0.3333333333333333,0.0,-0.3333333333333333
niO_pt_strip_fabrication_setup,0.0,1.0,1.0,0.2960819109658653,0.4692787260227565,0.17319681505689122,0.24630238874073,0.3903800499921017,0.1440776612513717,False,True,1.0,True,True,0.0,True,True,0.0,True,True,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.25,0.25,0.0,0.25,0.25,0.0
nickel_mechanism_spectroscopy_setup,1.0,1.0,0.0,0.5027986350243819,1.0,0.49720136497561807,0.36338593422173154,0.7227265726449517,0.3593406384232201,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.25,0.25,0.0,0.25,0.5,0.25,0.25,0.5,0.25,0.16666666666666666,0.5,0.33333333333333337,0.16666666666666666,0.5,0.33333333333333337
nmr-polyester-structural-confirmation,0.14285714285714285,0.14285714285714285,0.0,0.08391719931063304,0.08391719931063304,0.0,0.08099012151509755,0.08099012151509755,0.0,False,False,0.0,False,False,0.0,False,False,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nmr-polymer-structure,1.0,1.0,0.0,0.4692787260227565,0.4692787260227565,0.0,0.3391602052736161,0.3391602052736161,0.0,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.2,0.2,0.0,0.2,0.2,0.0,0.2,0.2,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0
nmr-reaction-monitoring-oxidation-diols,1.0,1.0,0.0,0.4692787260227565,0.7039180890341348,0.23463936301137828,0.3391602052736161,0.5087403079104241,0.169580102636808,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.125,0.125,0.0,0.125,0.125,0.0
nmr_da_isomer_tracking,1.0,1.0,0.0,0.7988805459902473,0.5027986350243819,-0.29608191096586534,0.5961157814580222,0.5094542840644379,-0.08666149739358431,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.2222222222222222,0.1111111111111111
nonlocal-magnon,0.0,0.0,0.0,0.0,0.033519909001625464,0.033519909001625464,0.0,0.024225728948115435,0.024225728948115435,False,False,0.0,False,False,0.0,False,False,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ohmic_contact_annealing_rta,0.14285714285714285,1.0,0.8571428571428572,0.06703981800325093,0.511576141875023,0.44453632387177205,0.05237850090862913,0.39969666103112766,0.34731816012249855,False,True,1.0,False,True,1.0,False,True,1.0,False,True,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
opd_equipment_jv,1.0,1.0,0.0,0.4692787260227565,0.4692787260227565,0.0,0.42180386727424835,0.42180386727424835,0.0,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.25,0.25,0.0,0.25,0.25,0.0
optical_endoscopy_detection,1.0,0.0,-1.0,0.4692787260227565,0.0,-0.4692787260227565,0.3391602052736161,0.16481193234446956,-0.17434827292914656,True,False,-1.0,True,False,-1.0,True,True,0.0,True,False,-1.0,0.3333333333333333,0.0,-0.3333333333333333,0.3333333333333333,0.0,-0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.1111111111111111,0.0,-0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0
optical_real_time_guidance,1.0,1.0,0.0,0.4692787260227565,0.4692787260227565,0.0,0.3391602052736161,0.3391602052736161,0.0,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.0
optical_response_metavalent,1.0,1.0,0.0,0.7653606369886218,0.8659203639934981,0.10055972700487636,0.5531464700081437,0.6466905639728766,0.09354409396473296,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.14285714285714285
optical_spin_injection,0.0,0.0,0.0,0.2960819109658653,0.04229741585226647,-0.2537844951135988,0.21398626473452756,0.030569466390646793,-0.18341679834388078,False,False,0.0,True,False,-1.0,True,False,-1.0,True,False,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,-0.14285714285714285,0.14285714285714285,0.0,-0.14285714285714285
optical_standardization_quantification,0.0,0.0,0.0,0.04229741585226647,0.0,-0.04229741585226647,0.17488654547740493,0.0,-0.17488654547740493,False,False,0.0,False,False,0.0,True,False,-1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,-0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,0.0,-0.16666666666666666
optical_trap_microscopy,0.0,1.0,1.0,0.0,0.7039180890341348,0.7039180890341348,0.13120507751234178,0.5087403079104241,0.37753523039808234,False,True,1.0,False,True,1.0,True,True,0.0,False,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666
osc_char_01,0.0,0.0,0.0,0.04229741585226647,0.0,-0.04229741585226647,0.030569466390646793,0.0,-0.030569466390646793,False,False,0.0,False,False,0.0,False,False,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oscillatory_shear_md,1.0,1.0,0.0,0.4692787260227565,0.4692787260227565,0.0,0.3391602052736161,0.3391602052736161,0.0,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.0
ot_force_spectroscopy_dual_trap,1.0,0.0,-1.0,0.4692787260227565,0.0,-0.4692787260227565,0.3666495063604039,0.0,-0.3666495063604039,True,False,-1.0,True,False,-1.0,True,False,-1.0,True,False,-1.0,0.5,0.0,-0.5,0.5,0.0,-0.5,0.5,0.0,-0.5,0.16666666666666666,0.0,-0.16666666666666666,0.16666666666666666,0.0,-0.16666666666666666
p1_ppms_polarization,1.0,0.0,-1.0,0.5874203951744313,0.04195859965531652,-0.5454617955191148,0.5874203951744313,0.04195859965531652,-0.5454617955191148,True,False,-1.0,True,False,-1.0,True,False,-1.0,True,False,-1.0,0.5,0.0,-0.5,0.5,0.0,-0.5,0.5,0.0,-0.5,0.5,0.0,-0.5,0.5,0.0,-0.5
pa_hydrogenation_tof_setup,1.0,1.0,0.0,0.7988805459902473,1.0,0.20111945400975273,0.5982391060766458,0.8539316501572934,0.2556925440806477,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.1,0.1,0.0,0.2,0.1,-0.1,0.2,0.1,-0.1,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0
parr-batch-hydrogenation-gc,1.0,1.0,0.0,0.7988805459902473,0.7653606369886218,-0.03351990900162549,0.5773721989562591,0.5531464700081437,-0.024225728948115477,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.14285714285714285,0.14285714285714285,0.0,0.2857142857142857,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857,0.0
pbscqd_optical_stability_setup,0.0,1.0,1.0,0.2960819109658653,0.4692787260227565,0.17319681505689122,0.21398626473452756,0.3391602052736161,0.12517394053908856,False,True,1.0,True,True,0.0,True,True,0.0,True,True,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.125,0.125,0.0,0.125,0.125,0.0
pbte_xrd_orientation,0.0,1.0,1.0,0.3296018199674907,0.5027986350243819,0.17319681505689122,0.31247594466183803,0.47667357683104655,0.16419763216920852,False,True,1.0,True,True,0.0,True,True,0.0,True,True,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0
pcdtbt_smpl,1.0,0.0,-1.0,0.4692787260227565,0.033519909001625464,-0.43575881702113106,0.4448953383756435,0.031778238455403104,-0.41311709992024037,True,False,-1.0,True,False,-1.0,True,False,-1.0,True,False,-1.0,0.3333333333333333,0.0,-0.3333333333333333,0.3333333333333333,0.0,-0.3333333333333333,0.3333333333333333,0.0,-0.3333333333333333,0.3333333333333333,0.0,-0.3333333333333333,0.3333333333333333,0.0,-0.3333333333333333
pcm_property_fingerprint,0.0,1.0,1.0,0.2960819109658653,0.7039180890341348,0.4078361780682695,0.21398626473452756,0.5296072150308109,0.31562095029628334,False,True,1.0,True,True,0.0,True,True,0.0,True,True,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.09090909090909091
pcm_thinfilm_tx,0.0,0.42857142857142855,0.42857142857142855,0.0,0.5626510645779305,0.5626510645779305,0.056230747505289336,0.5527112253401475,0.49648047783485816,False,True,1.0,False,True,1.0,True,True,0.0,False,True,1.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.2857142857142857,0.2857142857142857,0.0,0.23076923076923078,0.23076923076923078,0.07692307692307693,0.3076923076923077,0.23076923076923078
pd-noise-nep,0.0,1.0,1.0,0.0,0.8659203639934981,0.8659203639934981,0.0,0.7718920066951964,0.7718920066951964,False,True,1.0,False,True,1.0,False,True,1.0,False,True,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.4444444444444444,0.4444444444444444
pd-responsivity-eqe,0.42857142857142855,0.0,-0.42857142857142855,0.20111945400975278,0.2960819109658653,0.0949624569561125,0.1453543736886926,0.23272984723629067,0.08737547354759806,True,False,-1.0,True,True,0.0,True,True,0.0,False,True,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091,0.0
pd-speed-stability,0.14285714285714285,0.0,-0.14285714285714285,0.06703981800325093,0.2960819109658653,0.22904209296261435,0.04845145789623087,0.21398626473452756,0.1655348068382967,False,False,0.0,False,True,1.0,False,True,1.0,False,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091
pda_formation_xps,1.0,1.0,0.0,0.511576141875023,0.4692787260227565,-0.042297415852266484,0.3697296716642629,0.3391602052736161,-0.030569466390646782,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.2,0.2,0.0,0.2,0.2,0.0,0.2,0.2,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0
peaf_analytical_setup,1.0,1.0,0.0,0.5698384530276329,1.0,0.4301615469723671,0.6891108194730107,0.7227265726449517,0.03361575317194099,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08695652173913043,0.13043478260869565,0.043478260869565216,0.17391304347826086,0.13043478260869565,-0.043478260869565216
pef_recycling_degradation_analysis,0.0,0.0,0.0,0.3615316105681776,0.2960819109658653,-0.06544969960231234,0.28215540892913504,0.360054614577234,0.07789920564809893,False,False,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.2,0.1,-0.1,0.2,0.2,0.0
pef_thermal_crystallization,1.0,1.0,0.0,0.596170973579556,0.4692787260227565,-0.12689224755679945,0.4308686044455565,0.4162578598992921,-0.014610744546264431,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.2,0.1,-0.1,0.2,0.2,0.0
perovskite_trpl_setup,0.0,0.0,0.0,0.0,0.23463936301137825,0.23463936301137825,0.0,0.2258108501420974,0.2258108501420974,False,False,0.0,False,True,1.0,False,True,1.0,False,True,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.14285714285714285,0.14285714285714285,0.0,0.2857142857142857,0.2857142857142857
pest_control_surface_retention,1.0,1.0,0.0,0.7653606369886218,0.7653606369886218,0.0,0.5531464700081437,0.5531464700081437,0.0,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0
piv-flow-cilia,1.0,1.0,0.0,0.4692787260227565,0.4692787260227565,0.0,0.40564675264234756,0.382135764664834,-0.023510987977513553,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.25,0.25,0.0,0.25,0.25,0.0,0.25,0.25,0.0,0.25,0.25,0.0,0.25,0.25,0.0
plasma_diagnostics_lpp,1.0,1.0,0.0,1.0,1.0,0.0,0.7227265726449517,0.7853272940061117,0.06260072136116002,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.2222222222222222,-0.1111111111111111,0.3333333333333333,0.3333333333333333,0.0
plasma_processing_iaedf,0.0,1.0,1.0,0.2960819109658653,0.8308103365909342,0.5347284256250688,0.21398626473452756,0.746517056925071,0.5325307921905434,False,True,1.0,True,True,0.0,True,True,0.0,True,True,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.1,0.3,0.19999999999999998,0.1,0.3,0.19999999999999998
pld-growth-smnio3-bto,0.14285714285714285,1.0,0.8571428571428572,0.3631217289691162,0.5450960508766485,0.18197432190753227,0.3263863053597219,0.48995108779881313,0.16356478243909123,False,True,1.0,True,True,0.0,True,True,0.0,True,True,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.25,0.25,0.0,0.25,0.25,0.0
pld-hea-thinfilm-deposition,1.0,1.0,0.0,0.4692787260227565,0.4692787260227565,0.0,0.3666495063604039,0.4343240838255214,0.06767457746511751,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.25,0.25,0.0,0.25,0.25,0.0,0.25,0.25,0.0,0.2,0.2,0.0,0.2,0.4,0.2
pld_csni3_deposition,1.0,1.0,0.0,0.511576141875023,0.4692787260227565,-0.042297415852266484,0.49722016360463706,0.45610970846684606,-0.04111045513779099,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0
pld_sro_sto_growth,1.0,1.0,0.0,0.8617599676775869,0.541942129480027,-0.31981783819755993,0.7626332134101116,0.47960346638230267,-0.2830297470278089,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.25,0.25,0.0,0.25,0.25,0.0
plectasin_hsafm_01,1.0,0.0,-1.0,0.4692787260227565,0.3296018199674907,-0.13967690605526578,0.3391602052736161,0.23821199368264298,-0.10094821159097314,True,False,-1.0,True,True,0.0,True,True,0.0,True,True,0.0,0.25,0.0,-0.25,0.25,0.25,0.0,0.25,0.25,0.0,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.0
pnzt-ferroelectric-piezoelectric-setup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,False,False,0.0,False,False,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
polyester_thermal_mechanics,1.0,1.0,0.0,1.0,1.0,0.0,0.7227265726449517,0.7435934797653384,0.020866907120386746,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.25,0.25,0.0,0.25,0.25,0.0
pp_meso_alpha_in_situ_saxs_waxs_raman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020866907120386635,0.020866907120386635,False,False,0.0,False,False,0.0,False,False,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prl134-093002-rfa,0.0,0.14285714285714285,0.14285714285714285,0.0,0.08391719931063304,0.08391719931063304,0.0,0.08391719931063304,0.08391719931063304,False,False,0.0,False,False,0.0,False,False,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
probe_station_iv_it_doped_osc,0.0,0.0,0.0,0.0,0.2960819109658653,0.2960819109658653,0.0,0.2806977062064349,0.2806977062064349,False,False,0.0,False,True,1.0,False,True,1.0,False,True,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
psc_impedance_mobility,1.0,1.0,0.0,0.4692787260227565,0.4692787260227565,0.0,0.3391602052736161,0.3391602052736161,0.0,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.2,0.2,0.0,0.2,0.2,0.0,0.2,0.2,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0
psc_interface_recomb,0.0,1.0,1.0,0.2960819109658653,1.0,0.7039180890341348,0.21398626473452756,0.7227265726449517,0.5087403079104241,False,True,1.0,True,True,0.0,True,True,0.0,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.1,0.1,0.2,0.1
psc_morphology,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.7853272940061117,0.7853272940061117,False,True,1.0,False,True,1.0,False,True,1.0,False,True,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.2,0.2,0.0,0.3,0.3
psc_stability,0.0,1.0,1.0,0.0,0.7653606369886218,0.7653606369886218,0.0,0.5531464700081437,0.5531464700081437,False,True,1.0,False,True,1.0,False,True,1.0,False,True,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.25,0.25,0.0,0.25,0.25
pulse_bcc_tx,1.0,1.0,0.0,0.4692787260227565,0.4692787260227565,0.0,0.3391602052736161,0.3391602052736161,0.0,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.2,0.2,0.0,0.2,0.2,0.0,0.2,0.2,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0
pv-efficiency-validation,1.0,1.0,0.0,0.4692787260227565,0.511576141875023,0.042297415852266484,0.3391602052736161,0.4323303930254228,0.09317018775180669,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0.18181818181818182,0.09090909090909091
pv-spectroscopy-ftir,0.0,1.0,1.0,0.0,0.4692787260227565,0.4692787260227565,0.0,0.3391602052736161,0.3391602052736161,False,True,1.0,False,True,1.0,False,True,1.0,False,True,1.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
pv-stability-tracking,0.0,1.0,1.0,0.033519909001625464,0.7039180890341348,0.6703981800325093,0.026189250454314566,0.570237029655846,0.5440477792015315,False,True,1.0,False,True,1.0,False,True,1.0,False,True,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.25,0.25,0.0,0.25,0.25
pv-transparency-benchmark,0.0,1.0,1.0,0.0,0.511576141875023,0.511576141875023,0.0,0.3697296716642629,0.3697296716642629,False,True,1.0,False,True,1.0,False,True,1.0,False,True,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.125,0.125,0.0,0.125,0.125
pv_multijunction_001,1.0,0.42857142857142855,-0.5714285714285714,0.7653606369886218,0.49720136497561807,-0.2681592720130037,0.5531464700081437,0.35934063842322017,-0.19380583158492348,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,-0.3333333333333333,0.3333333333333333,0.0,-0.3333333333333333,0.2,0.2,0.0,0.2,0.2,0.0
pv_multijunction_eqe,1.0,1.0,0.0,0.4692787260227565,0.6967307005844323,0.22745197456167582,0.3391602052736161,0.5035457912899028,0.16438558601628672,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.3333333333333333,0.0,-0.3333333333333333,0.3333333333333333,0.0,-0.3333333333333333,0.3333333333333333,0.0,-0.3333333333333333,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.2857142857142857
pv_sclc_setup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,False,False,0.0,False,False,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pv_stability_001,1.0,0.0,-1.0,0.7653606369886218,0.5307212739772436,-0.23463936301137822,0.5531464700081437,0.6608397947263838,0.10769332471824011,True,False,-1.0,True,True,0.0,True,True,0.0,True,True,0.0,0.3333333333333333,0.0,-0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.2727272727272727,0.1818181818181818
pv_stability_mpp,0.0,0.42857142857142855,0.42857142857142855,0.0,0.7318407279869963,0.7318407279869963,0.0,0.5476643235617913,0.5476643235617913,False,True,1.0,False,True,1.0,False,True,1.0,False,True,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.2727272727272727,0.2727272727272727,0.0,0.2727272727272727,0.2727272727272727
pv_tandem_eqe,0.0,1.0,1.0,0.0,0.7988805459902473,0.7988805459902473,0.0,0.5773721989562591,0.5773721989562591,False,True,1.0,False,True,1.0,False,True,1.0,False,True,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.18181818181818182,0.18181818181818182,0.0,0.18181818181818182,0.18181818181818182
pv_transparency_lue,1.0,1.0,0.0,0.7653606369886218,0.7653606369886218,0.0,0.5531464700081437,0.5718900525099068,0.018743582501763112,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.16666666666666666,0.2,0.033333333333333354,0.16666666666666666,0.2,0.033333333333333354,0.16666666666666666,0.2,0.033333333333333354,0.2,0.15384615384615385,-0.046153846153846156,0.2,0.15384615384615385,-0.046153846153846156
pv_transparent_001,1.0,1.0,0.0,0.4692787260227565,1.0,0.5307212739772436,0.3391602052736161,0.8687949224876581,0.529634717214042,True,True,0.0,True,True,0.0,True,True,0.0,True,True,0.0,0.0,0.25,0.25,0.0,0.25,0.25,0.0,0.25,0.25,0.1,0.2,0.1,0.1,0.3,0.19999999999999998
